database,branch,title,doi,year,authors,source,source_record_id,unique_id,source_databases,source_branches,alternate_titles,duplicate_record_count,ta_decision,ta_exclusion_code,ta_exclusion_reason,ta_confidence,ta_basis,gold_report_id,gold_synthesis_group,prior_screen_decision,prior_agreement
Scopus,master,TAPNet: Tunnelled Asymmetric Pyramid Network for Achieving a Pragmatic Semantic Segmentation Solution for Autonomous Driving,10.1109/icicip64458.2025.10898147,2025,Atif N.; Mazhar S.; Bhuyan M.K.; Ahamed S.R.,"13th International Conference on Intelligent Control and Information Processing, ICICIP 2025",2-s2.0-105001135607,U00918,Compendex | Scopus,master,TAPNet: Tunnelled Asymmetric Pyramid Network for Achieving a Pragmatic Semantic Segmentation Solution for Autonomous Driving,2,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Scopus,master,A lamb freshness detection model using a flexible optoelectronic in-situ sensing system and multi-input multi-label causal ensemble learning,10.1016/j.foodchem.2025.142803,2025,He W.; Huang W.; Wang Y.; Li Z.; Blanka T.; Zhang X.,Food Chemistry,2-s2.0-85214481323,U00919,Compendex | Scopus,master,A lamb freshness detection model using a flexible optoelectronic in-situ sensing system and multi-input multi-label causal ensemble learning,2,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Scopus,master,E-GCDT: advanced reinforcement learning with GAN-enhanced data for continuous excavation system,10.1007/s10489-025-06308-5,2025,Zhao Q.; Gao L.; Wu D.; Lei Y.; Wang L.; Qi J.; Hu J.,Applied Intelligence,2-s2.0-85218228959,U00920,Compendex | Scopus | Web of Science Core Collection,master,E-GCDT: advanced reinforcement learning with GAN-enhanced data for continuous excavation system,3,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Event-Based Adaptive Optimal Fault-Tolerant Consensus Control for Uncertain Nonlinear Multiagent Systems With Actuator Failures,10.1109/tsmc.2025.3582815,2025,Su Y.; Shan Q.; Liang H.; Li T.; Zhang H.,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",2-s2.0-105010599615,U00921,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Event-Based Adaptive Optimal Fault-Tolerant Consensus Control for Uncertain Nonlinear Multiagent Systems With Actuator Failures,4,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Integration of Force-Torque Information into Reinforcement Learning for Accurate Position Estimation Using the TD3 Algorithm,10.1109/acctcs61748.2024.00062,2024,Torrez M.S.A.; Yi J.; Ji X.,"Proceedings - 2024 4th Asia-Pacific Conference on Communications Technology and Computer Science, ACCTCS 2024",2-s2.0-85202302760,U00922,Compendex | IEEE Xplore | Scopus,master | task,Integration of Force-Torque Information into Reinforcement Learning for Accurate Position Estimation Using the TD3 Algorithm,3,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Robot skill acquisition for precision assembly of flexible flat cable with force control,10.1017/s0263574724001164,2024,Song X.; Xu P.; Xu W.; Li B.; Qin L.,Robotica,2-s2.0-85209761973,U00923,Compendex | Scopus | Web of Science Core Collection,master,Robot skill acquisition for precision assembly of flexible flat cable with force control,3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Cognitive Reinforcement Learning: An Interpretable Decision-Making for Virtual Driver,10.1109/jrfid.2024.3418649,2024,Qi H.; Hou E.; Ye P.,IEEE Journal of Radio Frequency Identification,2-s2.0-85197097872,U00924,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Cognitive Reinforcement Learning: An Interpretable Decision-Making for Virtual Driver,4,Exclude,TA3,RL used only for non-embodied optimization,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Towards Autonomous Wood-Log Grasping with a Forestry Crane: Simulator and Benchmarking,10.1109/icra55743.2025.11127407,2025,Vu M.N.; Wachter A.; Ebmer G.; Ecker M.; Glück T.; Nguyen A.; Kemmetmüller W.; Kugi A.,Proceedings - IEEE International Conference on Robotics and Automation,2-s2.0-105016711175,U00925,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master,Towards Autonomous Wood-Log Grasping with a Forestry Crane: Simulator and Benchmarking,4,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Robotic Assembly of Deformable Linear Objects via Curriculum Reinforcement Learning,10.1109/lra.2025.3553676,2025,Wu K.; Chen R.; Chen Q.; Li W.,IEEE Robotics and Automation Letters,2-s2.0-105002372289,U00926,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Robotic Assembly of Deformable Linear Objects via Curriculum Reinforcement Learning,4,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Joint optimization for temperature and humidity independent control system based on multi-agent reinforcement learning with cooperative mechanisms,10.1016/j.apenergy.2024.123968,2024,Liu S.; Liu X.; Zhang T.; Wang C.; Liu W.,Applied Energy,2-s2.0-85201003905,U00927,Compendex | Scopus,master,Joint optimization for temperature and humidity independent control system based on multi-agent reinforcement learning with cooperative mechanisms,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Robot Strategy Transfer Based on Shared Feature Space for Search and Insertion Assembly,10.1109/tcsi.2024.3521547,2025,Jin L.; Men Y.; Li F.; Wang C.; Tian X.; Li Y.; Song R.,IEEE Transactions on Circuits and Systems I: Regular Papers,2-s2.0-85214678874,U00928,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Robot Strategy Transfer Based on Shared Feature Space for Search and Insertion Assembly,4,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Expert Demonstration Collection of Long-Horizon Construction Tasks in Virtual Reality,10.1061/9780784485231.029,2024,Li R.; Zou Z.,"Computing in Civil Engineering 2023: Visualization, Information Modeling, and Simulation - Selected Papers from the ASCE International Conference on Computing in Civil Engineering 2023",2-s2.0-85184285341,U00929,Compendex | Scopus | Web of Science Core Collection,master,Expert Demonstration Collection of Long-Horizon Construction Tasks in Virtual Reality,3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,A fast transfer reinforcement learning model for transferring force-based human speed adjustment skills to robots for collaborative assembly posture alignment,10.1016/j.aei.2024.102836,2024,Sun H.; Zhang T.; Han J.; Chu H.,Advanced Engineering Informatics,2-s2.0-85204425429,U00930,Compendex | Scopus | Web of Science Core Collection,master,A fast transfer reinforcement learning model for transferring force-based human speed adjustment skills to robots for collaborative assembly posture alignment,3,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Human-robot collaborative assembly task planning for mobile cobots based on deep reinforcement learning,10.1177/09544062241271626,2024,Hou W.; Xiong Z.; Yue M.; Chen H.,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",2-s2.0-85204286525,U00931,Compendex | Scopus,master,Human-robot collaborative assembly task planning for mobile cobots based on deep reinforcement learning,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Assembly Sequence Planning by Reinforcement Learning and Accessibility Checking using RRT∗,10.1109/etfa61755.2024.10710703,2024,Parzeller R.; Schuster E.; Busboom A.; Gerhard D.,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",2-s2.0-85207844883,U00932,Compendex | Scopus,master,Assembly Sequence Planning by Reinforcement Learning and Accessibility Checking using RRT∗,2,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Research on Optimizing the Accounting Method of Indirect Carbon Emissions in Hierarchical Grid by Using Reinforcement Learning Algorithm,10.1109/peeec67807.2025.00088,2025,Xu C.; Pan B.; Che W.,"Proceedings - 2025 International Conference on Power, Electrical Engineering, Electronics and Control, PEEEC 2025",2-s2.0-105036862801,U00933,Compendex | IEEE Xplore | Scopus,heavy | master,Research on Optimizing the Accounting Method of Indirect Carbon Emissions in Hierarchical Grid by Using Reinforcement Learning Algorithm,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Centroid-Guided Target-Driven Topology Control Method for UAV Ad-Hoc Networks Based on Tiny Deep Reinforcement Learning Algorithm,10.1109/jiot.2024.3376647,2024,Li J.; Yi P.; Duan T.; Wang Y.; Zhang Z.; Yu J.; Hu T.,IEEE Internet of Things Journal,2-s2.0-85188010611,U00934,Compendex | IEEE Xplore | Scopus,master | robot_domain,Centroid-Guided Target-Driven Topology Control Method for UAV Ad-Hoc Networks Based on Tiny Deep Reinforcement Learning Algorithm,3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Reinforcement Learning-Enhanced Path Planning for Mobile Cranes in Dynamic Construction Environments: A Virtual Reality Simulation Approach,10.22260/isarc2024/0114,2024,Lemouchi R.; Assaf M.; Bouferguene A.; Al-Hussein M.,Proceedings of the International Symposium on Automation and Robotics in Construction,2-s2.0-85199599986,U00935,Compendex | Scopus,master,Reinforcement Learning-Enhanced Path Planning for Mobile Cranes in Dynamic Construction Environments: A Virtual Reality Simulation Approach,2,Exclude,TA2,No deep function approximator identified in the available title and abstract metadata,0.93,uniform_deep_embodied_gate,,,Include for full-text eligibility,False
Scopus,master,Generative AI-Enhanced Autonomous Driving: Innovating Decision-Making and Risk Assessment in Multi-Interactive Environments,10.1109/tits.2025.3555774,2025,Nie J.; Jiang J.; Li Y.; Ercisli S.,IEEE Transactions on Intelligent Transportation Systems,2-s2.0-105002808000,U00936,IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Generative AI-Enhanced Autonomous Driving: Innovating Decision-Making and Risk Assessment in Multi-Interactive Environments,3,Exclude,TA3,RL used only for non-embodied optimization,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Analysis of Transportation Systems for Colonies on Mars,10.3390/su16073041,2024,de Curtò J.; de Zarzà I.,Sustainability (Switzerland),2-s2.0-85190300383,U00937,Scopus | Web of Science Core Collection,master,Analysis of Transportation Systems for Colonies on Mars,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,NUMERICAL INVESTIGATION OF END REINFORCEMENT TECHNOLOGY FOR SUPER-LARGE-DIAMETER SHIELD TUNNELS AND ONLINE PREDICTION USING MACHINE LEARNING,10.1615/intjmultcompeng.2024053919,2025,Guo B.; He H.; Meng X.; Ren H.; Zuo L.; Li J.; Dai B.; Zhao C.,International Journal for Multiscale Computational Engineering,2-s2.0-105014873354,U00938,Compendex | Scopus,master,NUMERICAL INVESTIGATION OF END REINFORCEMENT TECHNOLOGY FOR SUPER-LARGE-DIAMETER SHIELD TUNNELS AND ONLINE PREDICTION USING MACHINE LEARNING,2,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Scopus,master,Probing an Augmented Reality-Assisted Human-Robot Collaborative Assembly Approach Based on Deep Reinforcement Learning,10.1109/icamal62577.2024.10919818,2024,Liu C.; Tang D.; Zhang L.,"2024 International Conference on Automation in Manufacturing, Transportation and Logistics, ICaMaL 2024",2-s2.0-105001921089,U00939,Compendex | Scopus,master,Probing an Augmented Reality-Assisted Human-Robot Collaborative Assembly Approach Based on Deep Reinforcement Learning,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Automated robotic assembly of shaft sleeve based on reinforcement learning,10.1007/s00170-024-13467-1,2024,Ma X.; Xu D.,International Journal of Advanced Manufacturing Technology,2-s2.0-85188249249,U00940,Compendex | Scopus | Web of Science Core Collection,master,Automated robotic assembly of shaft sleeve based on reinforcement learning,3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Methods and Software Tools for Generating Waypoint-Driven Motion Profiles for Highly Automated Vehicles Using Q-Learning,10.1109/smartindustrycon61328.2024.10515882,2024,Zhitkov R.; Mikhailov V.; Rubtsov I.,"Proceedings - 2024 International Russian Smart Industry Conference, SmartIndustryCon 2024",2-s2.0-85193221751,U00941,IEEE Xplore | Scopus,master | robot_domain,Methods and Software Tools for Generating Waypoint-Driven Motion Profiles for Highly Automated Vehicles Using Q-Learning,2,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Demonstration-Based AI Learning for Dynamic Motion Response in Metal Powder 3D Printing,10.1109/icps65515.2025.11087910,2025,Escobedo L.R.; Straßburger S.; Bär T.,"International Conference on Industrial Cyber Physical Systems, ICPS",2-s2.0-105040250066,U00942,IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Demonstration-Based AI Learning for Dynamic Motion Response in Metal Powder 3D Printing,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Fabrica: Dual-Arm Assembly of General Multi-Part Objects via Integrated Planning and Learning,,2025,Tian Y.; Jacob J.; Huang Y.; Zhao J.; Gu E.; Ma P.; Zhang A.; Javid F.; Romero B.; Chitta S.; Sueda S.; Li H.; Matusik W.,Proceedings of Machine Learning Research,2-s2.0-105023162676,U00943,Compendex | Scopus,master,Fabrica: Dual-Arm Assembly of General Multi-Part Objects via Integrated Planning and Learning,2,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Introducing an Integrated Agent-Based and Reinforcement Learning Model of Contracting and Subcontracting in Construction Sector,10.1007/978-3-031-56544-1_34,2024,Sadeghi J.; Jelodar M.B.; Susnjak T.; Sutrisna M.; Wilkinson S.,Lecture Notes in Civil Engineering,2-s2.0-85200420719,U00944,Compendex | Scopus,master,Introducing an Integrated Agent-Based and Reinforcement Learning Model of Contracting and Subcontracting in Construction Sector,2,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
Scopus,master,Robotic assembly control reconfiguration based on transfer reinforcement learning for objects with different geometric features,10.1016/j.engappai.2023.107576,2024,Gai Y.; Wang B.; Zhang J.; Wu D.; Chen K.,Engineering Applications of Artificial Intelligence,2-s2.0-85178335485,U00945,Compendex | Scopus | Web of Science Core Collection,master,Robotic assembly control reconfiguration based on transfer reinforcement learning for objects with different geometric features || Robotic assembly control reconfiguration based on transfer reinforcement learning for objects with different geometric features (Open Access),3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,On Gain Scheduling Trajectory Stabilization for Nonlinear Systems: Theoretical Insights and Experimental Results,10.1002/rnc.7784,2025,Kessler N.; Fagiano L.,International Journal of Robust and Nonlinear Control,2-s2.0-86000427164,U00946,Compendex | Scopus | Web of Science Core Collection,master,On Gain Scheduling Trajectory Stabilization for Nonlinear Systems: Theoretical Insights and Experimental Results || On Gain Scheduling Trajectory Stabilization for Nonlinear Systems: Theoretical Insights and Experimental Results (Open Access),3,Exclude,TA3,"Title identifies scheduling, allocation, management, or other non-embodied optimization",0.98,uniform_deep_embodied_gate,,,,True
Scopus,master,Fast and Accurate: Rapid Human-Robot Handover for Collaborative Assembly and Disassembly,10.1109/icarm65671.2025.11293595,2025,Mitra M.; Soni S.; Maskale G.S.; Chakrabarti P.P.; Biswas P.,"2025 10th IEEE International Conference on Advanced Robotics and Mechatronics, ICARM 2025",2-s2.0-105031766439,U00947,Compendex | Scopus,master,Fast and Accurate: Rapid Human-Robot Handover for Collaborative Assembly and Disassembly,2,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Markov Potential Game Construction and Multi-Agent Reinforcement Learning with Applications to Autonomous Driving,10.1109/cdc57313.2025.11312138,2025,Yan H.; Liu M.,Proceedings of the IEEE Conference on Decision and Control,2-s2.0-105031876924,U00948,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Markov Potential Game Construction and Multi-Agent Reinforcement Learning with Applications to Autonomous Driving,4,Exclude,TA3,RL used only for non-embodied optimization,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Broccoli Grading Based on Improved Convolutional Neural Network Using Ensemble Deep Learning,10.14569/ijacsa.2025.0160265,2025,Imaduddin Z.; Purwanto Y.A.; Wijaya S.H.; Neyman S.N.,International Journal of Advanced Computer Science and Applications,2-s2.0-85219703786,U00949,Compendex | Scopus,master,Broccoli Grading Based on Improved Convolutional Neural Network Using Ensemble Deep Learning || Broccoli Grading Based on Improved Convolutional Neural Network Using Ensemble Deep Learning (Open Access),2,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Scopus,master,Research on Localization and Mapping Method for Warehouse AGVs Based on Adaptive Multi-Sensor Fusion,10.1109/actce66599.2025.00130,2025,Mei H.; Liu X.; Huang W.; Li X.; Liao W.; Jiang X.; Yang J.; Chen W.,"Proceedings - 2025 2nd International Seminar on Artificial Intelligence, Computer Technology and Control Engineering, ACTCE 2025",2-s2.0-105037105623,U00950,Scopus,master,Research on Localization and Mapping Method for Warehouse AGVs Based on Adaptive Multi-Sensor Fusion,1,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,DECAF: A Discrete-Event based Collaborative Human-Robot Framework for Furniture Assembly,10.1109/iros58592.2024.10802728,2024,Giacomuzzo G.; Terreran M.; Jain S.; Romeres D.,IEEE International Conference on Intelligent Robots and Systems,2-s2.0-85208363572,U00951,Compendex | Scopus,master,DECAF: A Discrete-Event based Collaborative Human-Robot Framework for Furniture Assembly || DECAF: A Discrete-Event based Collaborative Human-Robot Framework for Furniture Assembly (Open Access),2,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,"Improving mango ripeness grading accuracy: A comprehensive analysis of deep learning, traditional machine learning, and transfer learning techniques",10.1016/j.mlwa.2025.100619,2025,Sikder M.S.; Islam M.S.; Islam M.; Reza M.S.,Machine Learning with Applications,2-s2.0-105027844069,U00952,Compendex | Scopus,master,"Improving mango ripeness grading accuracy: A comprehensive analysis of deep learning, traditional machine learning, and transfer learning techniques || Improving mango ripeness grading accuracy: A comprehensive analysis of deep learning, traditional machine learning, and transfer learning techniques (Open Access)",2,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Scopus,master,Transfer-based DRL for Network Slicing Resource Allocation in Radio Access Network,10.1109/eccst68196.2025.11441186,2025,Ou Y.; Zheng J.; Rong T.,"Proceedings of 2025 5th International Conference on Electronic Communication, Computer Science and Technology, ECCST 2025",2-s2.0-105037325995,U00953,Compendex | Scopus,master,Transfer-based DRL for Network Slicing Resource Allocation in Radio Access Network,2,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
Scopus,master,Synthesizing Depowdering Trajectories for Robot Arms using Deep Reinforcement Learning,10.1109/icra55743.2025.11128066,2025,Maurer M.; Seefeldt S.; Seyler J.; Eivazi S.,Proceedings - IEEE International Conference on Robotics and Automation,2-s2.0-105016631326,U00954,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Synthesizing Depowdering Trajectories for Robot Arms using Deep Reinforcement Learning,4,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Accelerating Virtual Fixture Estimation for Robot Manipulation using Reinforcement Learning and Human Demonstrations,10.1109/case59546.2024.10711706,2024,Prado D.F.; Larintzakis K.; Irsperger J.; Steinbach E.,IEEE International Conference on Automation Science and Engineering,2-s2.0-85208224234,U00955,Compendex | Scopus,master,Accelerating Virtual Fixture Estimation for Robot Manipulation using Reinforcement Learning and Human Demonstrations,2,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
Scopus,master,Human-Aware Robot Collaborative Task Planning Using Artificial Potential Field and DQN Reinforcement Learning,10.1109/access.2025.3595995,2025,Prakash J.; Altnji S.; Thiyagarajan K.; Nanda J.S.; Biswas A.; Chowdhury A.R.,IEEE Access,2-s2.0-105013050627,U00956,Compendex | Scopus,master,Human-Aware Robot Collaborative Task Planning Using Artificial Potential Field and DQN Reinforcement Learning || Human-Aware Robot Collaborative Task Planning Using Artificial Potential Field and DQN Reinforcement Learning (Open Access),2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Releaf: An Efficient Method for Real-Time Occlusion Handling by Game Theory,10.3390/s24175727,2024,Osooli H.; Joshi N.; Khurana P.; Nikoofard A.; Shirmohammadi Z.; Azadeh R.,Sensors,2-s2.0-85203869841,U00957,Compendex | Scopus | Web of Science Core Collection,master,Releaf: An Efficient Method for Real-Time Occlusion Handling by Game Theory || Releaf: An Efficient Method for Real-Time Occlusion Handling by Game Theory (Open Access),3,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
Scopus,master,Reinforcement-Learning-Based AAV 3-D Target Tracking and Digital-Twin-Assisted Collision Avoidance With Integrated Sensing and Communication,10.1109/jiot.2025.3559078,2025,Chen M.; Shu F.; Zhu M.; Wu D.; Yao Y.; Zhang Q.,IEEE Internet of Things Journal,2-s2.0-105002400170,U00958,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Reinforcement-Learning-Based AAV 3-D Target Tracking and Digital-Twin-Assisted Collision Avoidance With Integrated Sensing and Communication,4,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Machine Learning-Based Autonomous Optimization of Unattended Wireless Sensor Networks Through Multi-Cause Reinforcement Learning,10.1007/s42979-025-03717-8,2025,Chaudhary J.K.; Dudeja D.; Verma N.K.; Saini A.K.; Kapila D.; Mohapatra S.,SN Computer Science,2-s2.0-85219659092,U00959,Scopus,master,Machine Learning-Based Autonomous Optimization of Unattended Wireless Sensor Networks Through Multi-Cause Reinforcement Learning,1,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
Scopus,master,Reinforcement Learning with Vision-based State Estimation for Generalized Robotic Assembly,10.22260/isarc2025/0025,2025,Trovinger M.; Giacobbe L.; Grantham T.; Sun C.; Chen J.,Proceedings of the International Symposium on Automation and Robotics in Construction,2-s2.0-105016545151,U00960,Compendex | Scopus,master,Reinforcement Learning with Vision-based State Estimation for Generalized Robotic Assembly,2,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R078,Eligible contextual,Include for full-text eligibility,True
Scopus,master,Skill acquisition framework in multi-robot precision assembly based on cooperative compliant control,10.1016/j.isatra.2024.10.002,2024,Song X.; Xu P.; Xu W.; Li B.,ISA Transactions,2-s2.0-85206892924,U00961,Compendex | Scopus | Web of Science Core Collection,master,Skill acquisition framework in multi-robot precision assembly based on cooperative compliant control,3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Robust Deep RL-Based Aerial Transportation of Suspended Loads,10.1109/med61351.2024.10566261,2024,Panetsos F.; Karras G.C.; Kyriakopoulos K.J.,"2024 32nd Mediterranean Conference on Control and Automation, MED 2024",2-s2.0-85198228430,U00962,Compendex | Scopus | Web of Science Core Collection,master,Robust Deep RL-Based Aerial Transportation of Suspended Loads || Robust Deep RL-based Aerial Transportation of Suspended Loads,3,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
Scopus,master,Adaptive reinforcement learning-based control using proximal policy optimization and slime mould algorithm with experimental tower crane system validation,10.1016/j.asoc.2024.111687,2024,Zamfirache I.A.; Precup R.-E.; Petriu E.M.,Applied Soft Computing,2-s2.0-85192488900,U00963,Compendex | Scopus | Web of Science Core Collection,master,Adaptive reinforcement learning-based control using proximal policy optimization and slime mould algorithm with experimental tower crane system validation || Adaptive reinforcement learning-based control using proximal policy optimization and slime mould algorithm with experimental tower crane system validation (Open Access),3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R100,Structured comparative,,True
Scopus,master,Bi-Critical Reinforcement Learning Framework for Bit Rate Reduction and Quality Improvisation,10.1109/csitss64042.2024.10816841,2024,Sandeepa G.S.; Mamatha G.S.,"8th IEEE International Conference on Computational System and Information Technology for Sustainable Solutions, CSITSS 2024",2-s2.0-85216920178,U00964,Compendex | IEEE Xplore | Scopus,heavy | master,Bi-Critical Reinforcement Learning Framework for Bit Rate Reduction and Quality Improvisation,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Battery-Aware UAV Path Planning for Maximum Value Collection: A Spatial-Correction and DRL-Based Optimization Approach,10.1109/bigdia68682.2025.11383423,2025,Zhao X.; Wang P.; Tan J.; Shou Z.; Cui X.,"International Conference on Big Data and Information Analytics, BigDIA",2-s2.0-105034857393,U00965,Compendex | IEEE Xplore | Scopus,heavy | master,Battery-Aware UAV Path Planning for Maximum Value Collection: A Spatial-Correction and DRL-Based Optimization Approach,3,Exclude,TA4,Generic aerial-robot or biped task without a construction- or civil-task setting,0.96,uniform_scope_gate,,,,True
Scopus,master,Digital twin-based reinforcement learning framework: application to autonomous mobile robot dispatching,10.1080/0951192x.2024.2314787,2024,Jaoua A.; Masmoudi S.; Negri E.,International Journal of Computer Integrated Manufacturing,2-s2.0-85185672205,U00966,Compendex | Scopus | Web of Science Core Collection,master,Digital twin-based reinforcement learning framework: application to autonomous mobile robot dispatching,3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Deep Learning and Blockchain-Driven Contract Theory: Alleviate Gender Bias in Construction,10.1061/jcemd4.coeng-15330,2025,Zhan Z.; Dong Y.; Doe D.M.; Hu Y.; Li S.; Cao S.; Li W.; Han Z.,Journal of Construction Engineering and Management,2-s2.0-85213833643,U00967,Compendex | Scopus | Web of Science Core Collection,master,Deep Learning and Blockchain-Driven Contract Theory: Alleviate Gender Bias in Construction,3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Intelligent Collaborative Robot Based on DMHF-CNN+YOLOv7 and Soft Q-Learning in Non-Standard Industrial Parts Assembly,10.1109/dtpi61353.2024.10778893,2024,Zhang X.; Qin M.; Cheng T.; Liu X.; Xue R.; Hu B.; Li Y.; Xiong G.; Dong X.,"Proceedings - 2024 IEEE 4th International Conference on Digital Twins and Parallel Intelligence, DTPI 2024",2-s2.0-85214913578,U00968,Compendex | Scopus,master,Intelligent Collaborative Robot Based on DMHF-CNN+YOLOv7 and Soft Q-Learning in Non-Standard Industrial Parts Assembly,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Automatic Loading of Unknown Material with a Wheel Loader Using Reinforcement Learning,10.1109/icra57147.2024.10610221,2024,Eriksson D.; Ghabcheloo R.; Geimer M.,Proceedings - IEEE International Conference on Robotics and Automation,2-s2.0-85191036820,U00969,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master | robot_domain,Automatic Loading of Unknown Material with a Wheel Loader Using Reinforcement Learning,5,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R017,Structured comparative,Include for full-text eligibility,True
